id,alt,choice,dist,cost,ivt,ovt,freq,income,urban
31,air,0,354,155.8,56,97,9,35,1
31,bus,0,354,27.34,301,68,8,35,1
31,car,0,354,67.26,231,0,0,35,1
32,train,1,354,59,237,69,4,15,1
32,air,0,354,155.8,56,97,9,15,1
32,bus,0,354,27.34,301,68,8,15,1
32,car,0,354,67.26,231,0,0,15,1
33,train,1,354,59,237,69,4,55,1
33,air,0,354,155.8,56,97,9,55,1
33,bus,0,354,27.34,301,68,8,55,1
33,car,0,354,67.26,231,0,0,55,1
34,train,1,354,59,237,69,4,70,1
34,air,0,354,155.8,56,97,9,70,1
34,bus,0,354,27.34,301,68,8,70,1
34,car,0,354,67.26,231,0,0,70,1
35,train,1,354,59,237,69,4,70,1
35,air,0,354,155.8,56,97,9,70,1
35,bus,0,354,27.34,301,68,8,70,1
35,car,0,354,67.26,231,0,0,70,1
36,train,1,354,59,237,69,4,45,1
36,air,0,354,155.8,56,97,9,45,1
36,bus,0,354,27.34,301,68,8,45,1
36,car,0,354,67.26,231,0,0,45,1
37,train,1,354,59,237,69,4,70,1
37,air,0,354,155.8,56,97,9,70,1
37,bus,0,354,27.34,301,68,8,70,1
37,car,0,354,67.26,231,0,0,70,1
38,train,1,354,59,237,69,4,35,1
38,air,0,354,155.8,56,97,9,35,1
38,bus,0,354,27.34,301,68,8,35,1
38,car,0,354,67.26,231,0,0,35,1
39,train,1,354,59,237,69,4,70,1
39,air,0,354,155.8,56,97,9,70,1
39,bus,0,354,27.34,301,68,8,70,1
39,car,0,354,67.26,231,0,0,70,1
40,train,1,354,59,237,69,4,45,1
40,air,0,354,155.8,56,97,9,45,1
40,bus,0,354,27.34,301,68,8,45,1
40,car,0,354,67.26,231,0,0,45,1
41,train,0,354,59,237,69,4,70,1
41,air,1,354,155.8,56,97,9,70,1
41,bus,0,354,27.34,301,68,8,70,1
41,car,0,354,67.26,231,0,0,70,1
42,train,0,354,59,237,69,4,70,1
42,air,1,354,155.8,56,97,9,70,1
42,bus,0,354,27.34,301,68,8,70,1
42,car,0,354,67.26,231,0,0,70,1
43,train,0,354,59,237,69,4,70,1
43,air,1,354,155.8,56,97,9,70,1
43,bus,0,354,27.34,301,68,8,70,1
43,car,0,354,67.26,231,0,0,70,1
44,train,0,354,59,237,69,4,70,1
44,air,1,354,155.8,56,97,9,70,1
44,bus,0,354,27.34,301,68,8,70,1
44,car,0,354,67.26,231,0,0,70,1
45,train,0,354,59,237,69,4,70,1
45,air,1,354,155.8,56,97,9,70,1
45,bus,0,354,27.34,301,68,8,70,1
45,car,0,354,67.26,231,0,0,70,1
46,train,0,354,59,237,69,4,70,1
46,air,1,354,155.8,56,97,9,70,1
46,bus,0,354,27.34,301,68,8,70,1
46,car,0,354,67.26,231,0,0,70,1
47,train,0,354,59,237,69,4,55,1
47,air,1,354,155.8,56,97,9,55,1
47,bus,0,354,27.34,301,68,8,55,1
47,car,0,354,67.26,231,0,0,55,1
48,train,0,354,59,237,69,4,70,1
48,air,1,354,155.8,56,97,9,70,1
48,bus,0,354,27.34,301,68,8,70,1
48,car,0,354,67.26,231,0,0,70,1
49,train,0,354,59,237,69,4,55,1
49,air,1,354,155.8,56,97,9,55,1
49,bus,0,354,27.34,301,68,8,55,1
49,car,0,354,67.26,231,0,0,55,1
50,train,0,354,59,237,69,4,70,1
50,air,1,354,155.8,56,97,9,70,1
50,bus,0,354,27.34,301,68,8,70,1
50,car,0,354,67.26,231,0,0,70,1
51,train,0,354,59,237,69,4,35,1
51,air,0,354,155.8,56,97,9,35,1
51,bus,0,354,27.34,301,68,8,35,1
51,car,1,354,67.26,231,0,0,35,1
52,train,0,354,59,237,69,4,55,1
52,air,0,354,155.8,56,97,9,55,1
52,bus,0,354,27.34,301,68,8,55,1
52,car,1,354,67.26,231,0,0,55,1
53,train,0,354,59,237,69,4,70,1
53,air,0,354,155.8,56,97,9,70,1
53,bus,0,354,27.34,301,68,8,70,1
53,car,1,354,67.26,231,0,0,70,1
54,train,0,354,59,237,69,4,70,1
54,air,0,354,155.8,56,97,9,70,1
54,bus,0,354,27.34,301,68,8,70,1
54,car,1,354,67.26,231,0,0,70,1
55,train,0,354,59,237,69,4,70,1
55,air,0,354,155.8,56,97,9,70,1
55,bus,0,354,27.34,301,68,8,70,1
55,car,1,354,67.26,231,0,0,70,1
56,train,0,354,59,237,69,4,35,1
56,air,0,354,155.8,56,97,9,35,1
56,bus,0,354,27.34,301,68,8,35,1
56,car,1,354,67.26,231,0,0,35,1
57,train,0,354,59,237,69,4,31,1
57,air,0,354,155.8,56,97,9,31,1
57,bus,0,354,27.34,301,68,8,31,1
57,car,1,354,67.26,231,0,0,31,1
58,train,0,354,59,237,69,4,25,1
58,air,0,354,155.8,56,97,9,25,1
58,bus,0,354,27.34,301,68,8,25,1
58,car,1,354,67.26,231,0,0,25,1
59,train,0,354,59,237,69,4,25,1
59,air,0,354,155.8,56,97,9,25,1
59,bus,0,354,27.34,301,68,8,25,1
59,car,1,354,67.26,231,0,0,25,1
60,train,1,362,61.35,237,94,4,15,1
60,air,0,362,152.65,56,93,9,15,1
60,bus,0,362,27.27,301,83,8,15,1
60,car,0,362,68.78,242,0,0,15,1
61,train,1,362,61.35,237,94,4,15,1
61,air,0,362,152.65,56,93,9,15,1
61,bus,0,362,27.27,301,83,8,15,1
61,car,0,362,68.78,242,0,0,15,1
62,train,0,362,61.35,237,94,4,70,1
62,air,1,362,152.65,56,93,9,70,1
62,bus,0,362,27.27,301,83,8,70,1
62,car,0,362,68.78,242,0,0,70,1
63,train,0,362,61.35,237,94,4,55,1
63,air,1,362,152.65,56,93,9,55,1
63,bus,0,362,27.27,301,83,8,55,1
63,car,0,362,68.78,242,0,0,55,1
64,train,0,362,61.35,237,94,4,70,1
64,air,1,362,152.65,56,93,9,70,1
64,bus,0,362,27.27,301,83,8,70,1
64,car,0,362,68.78,242,0,0,70,1
65,train,0,362,61.35,237,94,4,70,1
65,air,1,362,152.65,56,93,9,70,1
65,bus,0,362,27.27,301,83,8,70,1
65,car,0,362,68.78,242,0,0,70,1
66,train,0,362,61.35,237,94,4,70,1
66,air,1,362,152.65,56,93,9,70,1
66,bus,0,362,27.27,301,83,8,70,1
66,car,0,362,68.78,242,0,0,70,1
67,train,0,362,61.35,237,94,4,25,1
67,air,0,362,152.65,56,93,9,25,1
67,bus,0,362,27.27,301,83,8,25,1
67,car,1,362,68.78,242,0,0,25,1
68,train,0,362,61.35,237,94,4,70,1
68,air,0,362,152.65,56,93,9,70,1
68,bus,0,362,27.27,301,83,8,70,1
68,car,1,362,68.78,242,0,0,70,1
69,train,0,362,61.35,237,94,4,45,1
69,air,0,362,152.65,56,93,9,45,1
69,bus,0,362,27.27,301,83,8,45,1
69,car,1,362,68.78,242,0,0,45,1
70,train,0,362,61.35,237,94,4,55,1
70,air,0,362,152.65,56,93,9,55,1
70,bus,0,362,27.27,301,83,8,55,1
70,car,1,362,68.78,242,0,0,55,1
71,train,0,362,61.35,237,94,4,55,1
71,air,0,362,152.65,56,93,9,55,1
71,bus,0,362,27.27,301,83,8,55,1
71,car,1,362,68.78,242,0,0,55,1
72,train,0,362,61.35,237,94,4,70,1
72,air,0,362,152.65,56,93,9,70,1
72,bus,0,362,27.27,301,83,8,70,1
72,car,1,362,68.78,242,0,0,70,1
73,train,1,365,60.85,237,94,4,45,1
73,air,0,365,154.45,56,99,9,45,1
73,bus,0,365,27.42,301,86,8,45,1
73,car,0,365,69.35,245,0,0,45,1
74,train,1,365,60.85,237,94,4,70,1
74,air,0,365,154.45,56,99,9,70,1
74,bus,0,365,27.42,301,86,8,70,1
74,car,0,365,69.35,245,0,0,70,1
75,train,0,365,60.85,237,94,4,70,1
75,air,1,365,154.45,56,99,9,70,1
75,bus,0,365,27.42,301,86,8,70,1
75,car,0,365,69.35,245,0,0,70,1
76,train,0,365,60.85,237,94,4,70,1
76,air,1,365,154.45,56,99,9,70,1
76,bus,0,365,27.42,301,86,8,70,1
76,car,0,365,69.35,245,0,0,70,1
77,train,0,365,60.85,237,94,4,25,1
77,air,0,365,154.45,56,99,9,25,1
77,bus,0,365,27.42,301,86,8,25,1
77,car,1,365,69.35,245,0,0,25,1
78,train,0,365,60.85,237,94,4,45,1
78,air,0,365,154.45,56,99,9,45,1
78,bus,0,365,27.42,301,86,8,45,1
78,car,1,365,69.35,245,0,0,45,1
79,train,0,365,60.85,237,94,4,70,1
79,air,0,365,154.45,56,99,9,70,1
79,bus,0,365,27.42,301,86,8,70,1
79,car,1,365,69.35,245,0,0,70,1
80,train,0,365,60.85,237,94,4,25,1
80,air,0,365,154.45,56,99,9,25,1
80,bus,0,365,27.42,301,86,8,25,1
80,car,1,365,69.35,245,0,0,25,1
81,train,0,365,60.85,237,94,4,45,1
81,air,0,365,154.45,56,99,9,45,1
81,bus,0,365,27.42,301,86,8,45,1
81,car,1,365,69.35,245,0,0,45,1
82,train,0,377,61.85,237,108,4,45,0
82,air,0,377,146.2,56,84,9,45,0
82,bus,0,377,26.67,301,88,8,45,0
82,car,1,377,71.63,262,0,0,45,0
83,train,0,380,62.85,237,112,4,70,0
83,air,1,380,154.2,56,104,9,70,0
83,bus,0,380,31.67,301,93,8,70,0
83,car,0,380,72.2,265,0,0,70,0
84,train,0,380,62.85,237,112,4,70,0
84,air,1,380,154.2,56,104,9,70,0
84,bus,0,380,31.67,301,93,8,70,0
84,car,0,380,72.2,265,0,0,70,0
85,train,0,380,62.85,237,112,4,45,0
85,air,0,380,154.2,56,104,9,45,0
85,bus,0,380,31.67,301,93,8,45,0
85,car,1,380,72.2,265,0,0,45,0
86,train,0,380,62.85,237,112,4,35,0
86,air,0,380,154.2,56,104,9,35,0
86,bus,0,380,31.67,301,93,8,35,0
86,car,1,380,72.2,265,0,0,35,0
87,train,0,380,62.85,237,112,4,70,0
87,air,0,380,154.2,56,104,9,70,0
87,bus,0,380,31.67,301,93,8,70,0
87,car,1,380,72.2,265,0,0,70,0
88,train,0,380,61.85,237,94,4,45,0
88,air,0,380,155.2,56,99,9,45,0
88,bus,0,380,26.67,301,83,8,45,0
88,car,1,380,72.2,265,0,0,45,0
89,train,0,409,62.85,237,124,4,55,0
89,air,0,409,150.2,56,114,9,55,0
89,bus,0,409,26.67,301,113,8,55,0
89,car,1,409,77.71,276,0,0,55,0
90,train,0,409,62.85,237,124,4,70,0
90,air,0,409,150.2,56,114,9,70,0
90,bus,0,409,26.67,301,113,8,70,0
90,car,1,409,77.71,276,0,0,70,0
91,train,0,393,62.85,237,112,4,70,0
91,air,0,393,150.2,56,109,9,70,0
91,bus,0,393,26.67,301,103,8,70,0
91,car,1,393,74.67,258,0,0,70,0
92,train,1,355,59,215,85,4,70,0
92,air,0,355,146.9,56,91,9,70,0
92,bus,0,355,30.37,301,79,8,70,0
92,car,0,355,67.45,256,0,0,70,0
93,train,0,355,59,215,85,4,70,0
93,air,0,355,146.9,56,91,9,70,0
93,bus,0,355,30.37,301,79,8,70,0
93,car,1,355,67.45,256,0,0,70,0
94,train,0,343,61.6,237,105,4,55,1
94,air,1,343,155.3,56,83,9,55,1
94,bus,0,343,30.67,301,99,8,55,1
94,car,0,343,65.17,240,0,0,55,1
95,train,1,332,59.75,237,80,4,70,1
95,air,0,332,159.9,56,103,9,70,1
95,bus,0,332,30.19,301,84,8,70,1
95,car,0,332,63.08,226,0,0,70,1
96,train,0,340,62.1,237,105,4,70,1
96,air,1,340,156.75,56,99,9,70,1
96,bus,0,340,30.12,301,99,8,70,1
96,car,0,340,64.6,237,0,0,70,1
97,train,0,340,62.1,237,105,4,70,1
97,air,1,340,156.75,56,99,9,70,1
97,bus,0,340,30.12,301,99,8,70,1
97,car,0,340,64.6,237,0,0,70,1
98,train,0,358,63.6,237,123,4,35,0
98,air,0,358,158.3,56,110,9,35,0
98,bus,0,358,34.52,301,109,8,35,0
98,car,1,358,68.02,260,0,0,35,0
99,train,0,370,63.6,237,135,4,70,0
99,air,1,370,154.3,56,115,9,70,0
99,bus,0,370,29.52,301,129,8,70,0
99,car,0,370,70.3,276,0,0,70,0
100,train,0,387,63.6,237,135,4,70,0
100,air,0,387,154.3,56,120,9,70,0
100,bus,0,387,29.52,301,129,8,70,0
100,car,1,387,73.53,271,0,0,70,0
101,train,0,294,60,215,95,4,55,0
101,air,0,294,146.9,56,111,9,55,0
101,bus,0,294,30.57,301,90,8,55,0
101,car,1,294,55.86,211,0,0,55,0
102,train,1,271,60.75,237,90,4,70,1
102,air,0,271,159.9,56,123,9,70,1
102,bus,0,271,30.39,301,95,8,70,1
102,car,0,271,51.49,181,0,0,70,1
103,train,1,271,60.75,237,90,4,70,1
103,air,0,271,159.9,56,123,9,70,1
103,bus,0,271,30.39,301,95,8,70,1
103,car,0,271,51.49,181,0,0,70,1
104,train,1,271,60.75,237,90,4,55,1
104,air,0,271,159.9,56,123,9,55,1
104,bus,0,271,30.39,301,95,8,55,1
104,car,0,271,51.49,181,0,0,55,1
105,train,0,271,60.75,237,90,4,70,1
105,air,0,271,159.9,56,123,9,70,1
105,bus,0,271,30.39,301,95,8,70,1
105,car,1,271,51.49,181,0,0,70,1
106,train,0,271,60.75,237,90,4,35,1
106,air,0,271,159.9,56,123,9,35,1
106,bus,0,271,30.39,301,95,8,35,1
106,car,1,271,51.49,181,0,0,35,1
107,train,0,279,63.1,237,115,4,25,1
107,air,0,279,156.75,56,119,9,25,1
107,bus,0,279,30.32,301,110,8,25,1
107,car,1,279,53.01,192,0,0,25,1
108,train,1,293,50.75,187,75,4,70,1
108,air,0,293,154.4,50,113,4,70,1
108,bus,0,293,25.71,316,90,2,70,1
108,car,0,293,55.67,199,0,0,70,1
109,train,0,293,50.75,187,75,4,70,1
109,air,0,293,154.4,50,113,4,70,1
109,bus,0,293,25.71,316,90,2,70,1
109,car,1,293,55.67,199,0,0,70,1
110,train,0,293,45.1,165,80,1,25,0
110,air,0,293,135.1,50,76,4,25,0
110,bus,0,293,21.89,316,60,2,25,0
110,car,1,293,55.67,211,0,0,25,0
111,train,0,293,45.1,165,80,1,70,0
111,air,0,293,135.1,50,76,4,70,0
111,bus,0,293,21.89,316,60,2,70,0
111,car,1,293,55.67,211,0,0,70,0
112,train,0,293,45.1,165,80,1,35,0
112,air,0,293,135.1,50,76,4,35,0
112,bus,0,293,21.89,316,60,2,35,0
112,car,1,293,55.67,211,0,0,35,0
113,train,0,293,45.1,165,80,1,70,0
113,air,0,293,135.1,50,76,4,70,0
113,bus,0,293,21.89,316,60,2,70,0
113,car,1,293,55.67,211,0,0,70,0
114,train,1,303,45.1,205,65,3,70,0
114,air,0,303,138.1,50,76,4,70,0
114,bus,0,303,21.04,316,55,2,70,0
114,car,0,303,57.57,200,0,0,70,0
115,train,0,303,45.1,205,65,3,35,0
115,air,0,303,138.1,50,76,4,35,0
115,bus,0,303,21.04,316,55,2,35,0
115,car,1,303,57.57,200,0,0,35,0
116,train,0,303,45.1,205,65,3,70,0
116,air,0,303,138.1,50,76,4,70,0
116,bus,0,303,21.04,316,55,2,70,0
116,car,1,303,57.57,200,0,0,70,0
117,train,0,281,48.5,187,100,4,55,1
117,air,0,281,143.5,50,68,4,55,1
117,bus,0,281,22.19,316,80,2,55,1
117,car,1,281,53.39,195,0,0,55,1
118,train,0,281,48.5,187,100,4,70,1
118,air,0,281,143.5,50,68,4,70,1
118,bus,0,281,22.19,316,80,2,70,1
118,car,1,281,53.39,195,0,0,70,1
119,train,0,281,48.5,187,100,4,70,1
119,air,0,281,143.5,50,68,4,70,1
119,bus,0,281,22.19,316,80,2,70,1
119,car,1,281,53.39,195,0,0,70,1
120,train,0,281,48.5,187,100,4,35,1
120,air,0,281,143.5,50,68,4,35,1
120,bus,0,281,22.19,316,80,2,35,1
120,car,1,281,53.39,195,0,0,35,1
121,train,0,281,48.5,187,100,4,31,1
121,air,0,281,143.5,50,68,4,31,1
121,bus,0,281,22.19,316,80,2,31,1
121,car,1,281,53.39,195,0,0,31,1
122,train,0,270,46.65,187,75,4,55,1
122,air,0,270,148.1,50,88,4,55,1
122,bus,0,270,21.71,316,65,2,55,1
122,car,1,270,51.3,181,0,0,55,1
123,train,0,270,46.65,187,75,4,35,1
123,air,0,270,148.1,50,88,4,35,1
123,bus,0,270,21.71,316,65,2,35,1
123,car,1,270,51.3,181,0,0,35,1
124,train,0,270,46.65,187,75,4,35,1
124,air,0,270,148.1,50,88,4,35,1
124,bus,0,270,21.71,316,65,2,35,1
124,car,1,270,51.3,181,0,0,35,1
125,train,0,278,49,187,100,4,70,1
125,air,0,278,144.95,50,84,4,70,1
125,bus,0,278,21.64,316,80,2,70,1
125,car,1,278,52.82,192,0,0,70,1
126,train,0,278,49,187,100,4,45,1
126,air,0,278,144.95,50,84,4,45,1
126,bus,0,278,21.64,316,80,2,45,1
126,car,1,278,52.82,192,0,0,45,1
127,train,0,278,49,187,100,4,70,1
127,air,0,278,144.95,50,84,4,70,1
127,bus,0,278,21.64,316,80,2,70,1
127,car,1,278,52.82,192,0,0,70,1
128,train,0,281,48.5,187,100,4,25,1
128,air,0,281,146.75,50,90,4,25,1
128,bus,0,281,21.79,316,83,2,25,1
128,car,1,281,53.39,195,0,0,25,1
129,train,0,281,48.5,187,100,4,35,1
129,air,0,281,146.75,50,90,4,35,1
129,bus,0,281,21.79,316,83,2,35,1
129,car,1,281,53.39,195,0,0,35,1
130,train,0,265,50.15,187,90,4,55,1
130,air,0,265,154.4,50,103,4,55,1
130,bus,0,265,22.21,316,80,2,55,1
130,car,1,265,50.35,183,0,0,55,1
131,train,0,265,50.15,187,90,4,25,1
131,air,0,265,154.4,50,103,4,25,1
131,bus,0,265,22.21,316,80,2,25,1
131,car,1,265,50.35,183,0,0,25,1
132,train,0,150,32.75,92,75,5,35,0
132,air,0,150,132.75,40,120,25,35,0
132,bus,0,150,11.23,109,86,7,35,0
132,car,1,150,28.5,112,0,0,35,0
133,train,0,150,32.75,92,75,5,25,0
133,air,0,150,132.75,40,120,25,25,0
133,bus,0,150,11.23,109,86,7,25,0
133,car,1,150,28.5,112,0,0,25,0
134,train,0,237,40.35,138,65,4,70,0
134,air,0,237,129,40,101,25,70,0
134,bus,0,237,17.4,152,91,12,70,0
134,car,1,237,45.03,164,0,0,70,0
135,train,0,215,43.75,120,100,12,70,1
135,air,0,215,134.4,40,93,25,70,1
135,bus,0,215,18.55,152,116,12,70,1
135,car,1,215,40.85,159,0,0,70,1
136,train,0,215,43.75,120,100,12,35,1
136,air,0,215,134.4,40,93,25,35,1
136,bus,0,215,18.55,152,116,12,35,1
136,car,1,215,40.85,159,0,0,35,1
137,train,1,204,41.9,120,75,12,55,1
137,air,0,204,139,40,113,25,55,1
137,bus,0,204,18.07,152,101,12,55,1
137,car,0,204,38.76,144,0,0,55,1
138,train,1,204,41.9,120,75,12,70,1
138,air,0,204,139,40,113,25,70,1
138,bus,0,204,18.07,152,101,12,70,1
138,car,0,204,38.76,144,0,0,70,1
139,train,1,204,41.9,120,75,12,55,1
139,air,0,204,139,40,113,25,55,1
139,bus,0,204,18.07,152,101,12,55,1
139,car,0,204,38.76,144,0,0,55,1
140,train,1,204,41.9,120,75,12,45,1
140,air,0,204,139,40,113,25,45,1
140,bus,0,204,18.07,152,101,12,45,1
140,car,0,204,38.76,144,0,0,45,1
141,train,0,204,41.9,120,75,12,70,1
141,air,1,204,139,40,113,25,70,1
141,bus,0,204,18.07,152,101,12,70,1
141,car,0,204,38.76,144,0,0,70,1
142,train,0,204,41.9,120,75,12,28,1
142,air,0,204,139,40,113,25,28,1
142,bus,0,204,18.07,152,101,12,28,1
142,car,1,204,38.76,144,0,0,28,1
143,train,0,204,41.9,120,75,12,25,1
143,air,0,204,139,40,113,25,25,1
143,bus,0,204,18.07,152,101,12,25,1
143,car,1,204,38.76,144,0,0,25,1
144,train,0,326,53.75,120,120,12,45,0
144,air,0,326,133.4,40,140,25,45,0
144,bus,0,326,24.88,346,96,1,45,0
144,car,1,326,61.94,226,0,0,45,0
145,train,0,587,92.75,434,90,2,70,1
145,air,1,587,175.6,96,100,5,70,1
145,bus,0,587,42.6,515,99,7,70,1
145,car,0,587,111.53,406,0,0,70,1
146,train,0,587,92.75,434,90,2,70,1
146,air,1,587,175.6,96,100,5,70,1
146,bus,0,587,42.6,515,99,7,70,1
146,car,0,587,111.53,406,0,0,70,1
147,train,1,621,90.75,434,79,2,45,1
147,air,0,621,172.2,96,95,5,45,1
147,bus,0,621,43.8,515,98,7,45,1
147,car,0,621,117.99,413,0,0,45,1
148,train,1,621,90.75,434,79,2,45,1
148,air,0,621,172.2,96,95,5,45,1
148,bus,0,621,43.8,515,98,7,45,1
148,car,0,621,117.99,413,0,0,45,1
149,train,0,621,90.75,434,79,2,70,1
149,air,0,621,172.2,96,95,5,70,1
149,bus,0,621,43.8,515,98,7,70,1
149,car,1,621,117.99,413,0,0,70,1
150,train,0,631,92.45,434,80,2,55,1
150,air,1,631,173.6,96,95,5,55,1
150,bus,0,631,43.6,515,101,7,55,1
150,car,0,631,119.89,426,0,0,55,1
151,train,0,147,38.5,92,85,5,70,0
151,air,0,147,130.9,40,120,25,70,0
151,bus,0,147,26.7,265,60,5,70,0
151,car,1,147,27.93,115,0,0,70,0
152,train,0,179,40.5,92,90,5,55,0
152,air,0,179,136.2,40,135,25,55,0
152,bus,0,179,25.7,265,55,5,55,0
152,car,1,179,34.01,133,0,0,55,0
153,train,0,179,40.5,92,90,5,70,0
153,air,0,179,136.2,40,135,25,70,0
153,bus,0,179,25.7,265,55,5,70,0
153,car,1,179,34.01,133,0,0,70,0
154,train,0,179,40.5,92,90,5,45,0
154,air,0,179,136.2,40,135,25,45,0
154,bus,0,179,25.7,265,55,5,45,0
154,car,1,179,34.01,133,0,0,45,0
155,train,0,179,40.5,92,90,5,45,0
155,air,0,179,136.2,40,135,25,45,0
155,bus,0,179,25.7,265,55,5,45,0
155,car,1,179,34.01,133,0,0,45,0
156,train,0,196,44.05,92,95,5,35,0
156,air,0,196,135.9,40,137,25,35,0
156,bus,0,196,26.7,265,60,5,35,0
156,car,1,196,37.24,148,0,0,35,0
157,train,0,196,44.05,92,95,5,70,0
157,air,0,196,135.9,40,137,25,70,0
157,bus,0,196,26.7,265,60,5,70,0
157,car,1,196,37.24,148,0,0,70,0
158,train,0,196,44.05,92,95,5,55,0
158,air,0,196,135.9,40,137,25,55,0
