상위구역,읍면동명,인구,취업자수,종사자수,학생수
경기도 수원시 팔달구,우만2동,18466,8568,5813,4876
경기도 시흥시,대야동,31955,15152,14839,2432
경기도 시흥시,신천동,41113,19489,12043,4099
경기도 시흥시,정왕4동,36045,16111,2620,5357
경기도 시흥시,정왕본동,39926,23439,8600,5010
경기도 시흥시,군자동,25060,11656,3992,3046
경기도 시흥시,월곶동,16102,7646,4323,1509
경기도 시흥시,정왕2동,36155,17129,29476,4488
경기도 시흥시,정왕3동,28126,14324,24088,2264
경기도 시흥시,정왕1동,39469,22112,44895,15248
경기도 시흥시,신현동,11482,5519,7297,327
경기도 시흥시,은행동,29502,13497,7700,7252
경기도 시흥시,매화동,13356,6115,4371,1914
경기도 시흥시,목감동,16192,7486,4600,851
경기도 시흥시,과림동,1889,973,8047,1563
경기도 시흥시,능곡동,15843,6926,2808,3277
경기도 시흥시,연성동,24232,10906,7448,4109
경기도 시흥시,장곡동,18464,7927,3067,4090
경기도 안산시 단원구,와동,44868,21687,5240,5203
경기도 안산시 단원구,선부1동,13723,6681,3355,948
경기도 안산시 단원구,선부2동,28630,14788,5360,5101
경기도 안산시 단원구,선부3동,35768,17054,5929,3099
경기도 안산시 단원구,원곡1동,11120,6059,1532,502
경기도 안산시 단원구,원곡2동,16154,7606,1879,1421
경기도 안산시 단원구,고잔1동,21247,10009,8033,2929
경기도 안산시 단원구,고잔2동,21957,10604,18827,7080
경기도 안산시 단원구,호수동,47893,22523,27988,7944
경기도 안산시 단원구,원곡본동,57345,31704,32500,5441
경기도 안산시 단원구,초지동,50565,24846,121889,11165
경기도 안산시 상록구,일동,28306,13319,4150,7121
경기도 안산시 상록구,성포동,25875,11891,4279,3792
경기도 안산시 상록구,이동,31392,16219,10100,2904
경기도 안산시 상록구,사1동,39003,18785,6524,3321
경기도 안산시 상록구,사2동,34993,16121,7043,3491
경기도 안산시 상록구,사3동,21900,10550,5719,13849
경기도 안산시 상록구,본오1동,43712,20547,8134,6228
경기도 안산시 상록구,반월동,20103,9430,6674,2181
경기도 안산시 상록구,본오2동,30335,14091,4097,1574
경기도 안산시 상록구,본오3동,23976,11578,5629,3581
경기도 안산시 상록구,부곡동,23786,11161,3823,6453
경기도 안산시 상록구,월피동,44760,20955,7436,4104
경기도 안산시 상록구,안산동,9900,4620,3639,3078
경기도 안양시 동안구,비산1동,25788,11822,3217,9001
경기도 안양시 동안구,비산3동,23463,10959,5488,1634
경기도 안양시 동안구,관양1동,38388,17826,9162,3897
경기도 안양시 동안구,비산2동,13499,6271,2643,661
경기도 안양시 동안구,부흥동,18038,8053,5211,3861
경기도 안양시 동안구,달안동,11882,5756,6127,1984
경기도 안양시 동안구,부림동,25714,12396,13843,4254
경기도 안양시 동안구,평안동,24667,10859,3238,4575
경기도 안양시 동안구,귀인동,16926,7276,4569,4772
경기도 안양시 동안구,범계동,15696,7049,14301,3377
경기도 안양시 동안구,신촌동,13456,6231,2927,1321
경기도 안양시 동안구,관양2동,20030,9744,39345,2076
경기도 안양시 동안구,평촌동,15887,7150,8240,1434
경기도 안양시 동안구,호계3동,24639,11666,4485,1977
경기도 안양시 동안구,호계1동,12292,5976,18894,0
경기도 안양시 동안구,호계2동,25375,11990,10835,1954
경기도 안양시 동안구,갈산동,11302,5070,1737,3255
경기도 안양시 만안구,안양1동,17075,8043,8357,744
경기도 안양시 만안구,안양4동,7292,3502,4600,0
경기도 안양시 만안구,안양5동,13936,6562,5856,7627
경기도 안양시 만안구,안양2동,22550,10882,5853,4923
경기도 안양시 만안구,안양3동,17525,8387,3871,10140
경기도 안양시 만안구,안양6동,18440,9149,9440,2482
경기도 안양시 만안구,안양8동,11854,5823,5094,7993
경기도 안양시 만안구,안양9동,17290,8002,1569,1822
경기도 안양시 만안구,안양7동,12025,5838,12730,184
경기도 안양시 만안구,석수1동,19369,9024,4422,3290
경기도 안양시 만안구,석수2동,32178,15050,7729,2380
경기도 안양시 만안구,석수3동,14457,6614,1505,2887
경기도 안양시 만안구,박달1동,16605,7930,3089,0
경기도 안양시 만안구,박달2동,21759,10010,6147,3114
경기도 양주시,장흥면,9143,4166,4376,281
경기도 오산시,중앙동,29218,13304,8770,4500
경기도 오산시,대원동,66975,30604,17288,9399
경기도 오산시,신장동,55432,24908,7392,7336
경기도 오산시,남촌동,26825,14982,12662,9089
경기도 오산시,세마동,17655,7850,7221,8959
경기도 오산시,초평동,17013,7673,5401,1463
경기도 용인시 기흥구,구갈동,27109,13002,11271,11166
경기도 용인시 기흥구,상갈동,45248,20043,10900,8199
경기도 용인시 기흥구,상하동,24544,10894,4555,1956
경기도 용인시 기흥구,기흥동,21843,9810,11153,1444
경기도 용인시 기흥구,서농동,23629,10883,26869,3068
경기도 용인시 기흥구,구성동,38973,16593,4504,4928
경기도 용인시 기흥구,동백동,76319,32189,15041,15123
경기도 용인시 기흥구,마북동,30201,13054,9311,5377
경기도 용인시 기흥구,보정동,34889,15185,12721,5540
경기도 용인시 기흥구,신갈동,35669,16293,7990,4581
경기도 용인시 기흥구,영덕동,43222,19415,19153,18674
경기도 용인시 수지구,풍덕천1동,34764,16047,7624,5448
경기도 용인시 수지구,풍덕천2동,38477,16775,6974,7166
경기도 용인시 수지구,죽전1동,58401,25705,13204,22448
경기도 용인시 수지구,죽전2동,19291,9017,6468,2937
경기도 용인시 수지구,신봉동,34743,14776,4430,6146
경기도 용인시 수지구,동천동,34443,15400,8766,3418
경기도 용인시 수지구,성복동,35075,14815,4306,5215
경기도 용인시 수지구,상현1동,44945,19519,4888,8063
경기도 용인시 수지구,상현2동,31574,13414,3320,1513
경기도 의왕시,고천동,12341,5796,10016,2566
경기도 의왕시,부곡동,25587,11767,9969,3594
경기도 의왕시,오전동,38722,17850,9205,4359
경기도 의왕시,내손1동,22259,10416,4255,5304
경기도 의왕시,내손2동,31929,14817,2704,2080
경기도 의왕시,청계동,20455,9419,9776,1633
경기도 의정부시,의정부1동,19467,9642,13182,929
경기도 의정부시,의정부2동,27421,13199,18603,924
경기도 의정부시,의정부3동,13082,6294,6843,385
경기도 의정부시,호원1동,33926,15545,6661,4614
경기도 의정부시,장암동,20125,8894,2984,2123
경기도 의정부시,호원2동,36174,16049,4478,3383
경기도 의정부시,신곡1동,42977,19631,5258,4860
경기도 의정부시,신곡2동,45942,20598,7815,5625
경기도 의정부시,송산1동,32525,14880,9987,3280
경기도 의정부시,자금동,29254,13199,10587,3065
경기도 의정부시,송산2동,53244,23360,7903,9351
경기도 의정부시,가능1동,23840,11224,5937,6143
경기도 의정부시,가능2동,10168,4602,2232,2568
경기도 의정부시,가능3동,10343,4771,2268,7801
경기도 의정부시,녹양동,22766,10354,4341,2207
경기도 파주시,교하동,41224,18290,26900,6157
경기도 파주시,운정1동,42513,18681,7081,5842
경기도 파주시,운정2동,36407,15617,1590,5616
경기도 파주시,운정3동,55018,24146,8006,9089
경기도 파주시,금촌2동,35226,15479,7028,6329
경기도 파주시,금촌1동,23038,11065,12164,373
경기도 하남시,춘궁동,3702,1798,5937,93
경기도 하남시,초이동,3702,1837,5983,0
경기도 하남시,풍산동,4299,2050,1408,283
경기도 하남시,미사1동,20131,8819,1505,2225
경기도 하남시,미사2동,24436,10746,917,1684
경기도 하남시,감북동,3112,1537,7154,108
경기도 하남시,위례동,10568,5213,124,940
경기도 하남시,신장1동,6744,3293,2486,0
경기도 하남시,덕풍1동,17838,8434,1579,2219
경기도 하남시,덕풍2동,20983,9989,2398,622
경기도 하남시,신장2동,43644,19941,7991,5497
경기도 하남시,덕풍3동,27206,12326,10519,3067
경기도 화성시,봉담읍,71684,32344,27443,31400
경기도 화성시,매송면,7999,3665,2196,366
경기도 화성시,정남면,14087,7157,26017,6921
경기도 화성시,동탄2동,37125,15786,5008,8846
경기도 화성시,동탄1동,53621,24193,27395,10091
경기도 화성시,동탄3동,44129,19221,7003,6663
경기도 화성시,동탄면,7099,3566,16662,149
경기도 화성시,동탄4동,57447,25167,4256,9706
경기도 화성시,반월동,27293,12199,49838,4872
경기도 화성시,기배동,14966,6542,4097,2900
경기도 화성시,화산동,23893,11194,9620,1773
경기도 화성시,진안동,37415,18490,13015,2036
경기도 화성시,병점1동,28858,13010,4846,1768
경기도 화성시,병점2동,26412,11237,4145,8170
서울특별시 강남구,신사동,16853,8016,29332,592
서울특별시 강남구,압구정동,25345,11404,34644,5560
서울특별시 강남구,논현1동,23052,12786,43711,346
서울특별시 강남구,논현2동,21509,11155,65277,1389
서울특별시 강남구,역삼1동,34275,19753,154527,406
서울특별시 강남구,삼성1동,14017,6683,69746,2861
서울특별시 강남구,삼성2동,28706,14009,37369,1692
서울특별시 강남구,청담동,27954,13422,43578,4297
서울특별시 강남구,대치1동,21321,9143,7103,4908
서울특별시 강남구,대치4동,20252,10234,28677,1037
서울특별시 강남구,대치2동,38943,17703,51565,4808
서울특별시 강남구,역삼2동,33617,16111,40663,5158
서울특별시 강남구,도곡1동,21372,10209,19470,3666
서울특별시 강남구,도곡2동,31954,14521,22061,6555
서울특별시 강남구,개포1동,19811,9430,1658,2217
서울특별시 강남구,개포4동,17578,8651,12402,2117
서울특별시 강남구,개포2동,21798,10453,3451,4203
서울특별시 강남구,일원본동,23245,10481,8114,4791
서울특별시 강남구,일원1동,16414,7826,6451,1802
서울특별시 강남구,일원2동,15704,7314,8069,1371
서울특별시 강남구,수서동,16070,7605,16742,2407
서울특별시 강남구,세곡동,41152,18461,4542,3890
서울특별시 강동구,강일동,32838,14116,16319,3530
서울특별시 강동구,상일동,12561,5914,5429,8422
서울특별시 강동구,고덕2동,8361,3992,3138,2917
서울특별시 강동구,명일1동,21983,10135,6003,681
서울특별시 강동구,명일2동,17345,7868,5035,2529
서울특별시 강동구,고덕1동,15417,7108,1954,4697
서울특별시 강동구,암사3동,18200,8339,1806,2031
서울특별시 강동구,암사2동,14719,7115,4293,1835
서울특별시 강동구,천호1동,28226,13759,5431,3334
서울특별시 강동구,천호3동,24646,12404,7532,606
서울특별시 강동구,암사1동,36375,17615,5283,1139
서울특별시 강동구,천호2동,34638,17432,14534,1452
서울특별시 강동구,성내1동,19885,9535,17253,2724
서울특별시 강동구,성내2동,25165,12873,7633,0
서울특별시 강동구,성내3동,23618,11577,10241,82
서울특별시 강동구,둔촌1동,17533,8383,1227,3223
서울특별시 강동구,둔촌2동,27499,13009,9012,3402
서울특별시 강동구,길동,49060,24134,19875,3294
서울특별시 강북구,수유1동,21613,10260,5034,3398
서울특별시 강북구,삼양동,27894,13051,3159,2453
서울특별시 강북구,삼각산동,32967,14792,2138,3452
서울특별시 강북구,우이동,20518,9398,3980,405
서울특별시 강북구,인수동,31332,14537,5460,2805
서울특별시 강북구,미아동,22459,10905,6172,4376
서울특별시 강북구,송중동,28068,13363,7989,3398
서울특별시 강북구,송천동,28997,13846,7066,4304
서울특별시 강북구,번1동,19548,9642,9093,1577
서울특별시 강북구,수유2동,21286,9821,4410,0
서울특별시 강북구,수유3동,22973,11467,8887,487
서울특별시 강북구,번2동,17591,8141,3068,686
서울특별시 강북구,번3동,19184,8546,2775,1314
서울특별시 강서구,염창동,39180,18413,15890,4456
서울특별시 강서구,등촌1동,21621,11274,15416,617
서울특별시 강서구,등촌3동,33202,15600,20544,6844
서울특별시 강서구,가양2동,15853,7804,3391,2044
서울특별시 강서구,가양3동,16714,8165,6888,1501
서울특별시 강서구,등촌2동,21018,10197,3485,5648
서울특별시 강서구,화곡본동,34867,17208,4021,2297
서울특별시 강서구,화곡2동,19531,9501,2408,1905
서울특별시 강서구,화곡4동,22348,10920,3671,2419
서울특별시 강서구,화곡6동,24446,12072,11828,2175
서울특별시 강서구,화곡8동,26033,12810,3363,0
서울특별시 강서구,화곡1동,51918,26661,10084,2651
서울특별시 강서구,공항동,23770,11741,35924,2715
서울특별시 강서구,방화1동,43598,20229,10107,3524
서울특별시 강서구,방화2동,23556,11376,11787,1777
서울특별시 강서구,방화3동,24418,11694,4573,2816
서울특별시 강서구,화곡3동,21976,10508,4863,0
서울특별시 강서구,발산1동,38296,16980,11795,14072
서울특별시 강서구,우장산동,44085,20381,6587,2982
서울특별시 강서구,가양1동,25567,12921,11639,1490
서울특별시 관악구,보라매동,25013,12319,7115,2672
서울특별시 관악구,은천동,34877,16887,7587,2002
서울특별시 관악구,청룡동,29496,15460,12163,4530
서울특별시 관악구,낙성대동,17345,9063,8930,1302
서울특별시 관악구,인헌동,27645,13962,4602,1352
서울특별시 관악구,남현동,18130,9352,6397,844
서울특별시 관악구,청림동,16246,7595,1153,0
서울특별시 관악구,행운동,29611,15392,5865,2727
서울특별시 관악구,중앙동,15035,7781,6094,426
서울특별시 관악구,성현동,32435,14942,2540,4953
서울특별시 관악구,서원동,23451,12592,7563,329
서울특별시 관악구,신원동,19839,10116,2276,1091
서울특별시 관악구,신사동,26615,13982,4428,627
서울특별시 관악구,신림동,20560,11978,5842,522
서울특별시 관악구,조원동,20154,10764,6732,587
서울특별시 관악구,서림동,24714,13093,2584,1145
서울특별시 관악구,대학동,24117,13495,12777,29935
서울특별시 관악구,삼성동,25845,12166,2370,2086
서울특별시 관악구,난향동,16139,7492,1999,1206
서울특별시 관악구,난곡동,29144,13978,2446,2584
서울특별시 관악구,미성동,32229,15536,6427,5017
서울특별시 광진구,자양3동,28839,13671,5908,4087
서울특별시 광진구,자양4동,27235,14325,7067,365
서울특별시 광진구,자양1동,23063,11738,9028,1189
서울특별시 광진구,자양2동,26043,12656,7974,3746
서울특별시 광진구,화양동,25262,13597,14420,22651
서울특별시 광진구,군자동,22178,11184,9582,14910
서울특별시 광진구,능동,11345,6027,5680,2775
서울특별시 광진구,중곡4동,30197,14607,4763,5018
서울특별시 광진구,구의2동,24619,11741,4929,1555
서울특별시 광진구,구의1동,22520,11701,7100,1665
서울특별시 광진구,구의3동,28164,13680,17283,960
서울특별시 광진구,광장동,34482,15294,10812,10273
서울특별시 광진구,중곡1동,15464,7922,6585,0
서울특별시 광진구,중곡2동,21822,10917,7298,1239
서울특별시 광진구,중곡3동,17118,8553,4762,829
서울특별시 구로구,신도림동,36997,17618,14948,4056
서울특별시 구로구,구로1동,21777,10479,3092,3148
서울특별시 구로구,구로5동,34854,18016,25831,3066
서울특별시 구로구,구로2동,37589,19605,31538,1567
서울특별시 구로구,구로3동,27204,14568,82378,2303
서울특별시 구로구,구로4동,28817,14951,5302,1086
서울특별시 구로구,가리봉동,18068,10244,3705,816
서울특별시 구로구,고척1동,24714,11619,9085,10225
서울특별시 구로구,고척2동,29796,13983,3923,3336
서울특별시 구로구,오류1동,21294,10629,4710,803
서울특별시 구로구,수궁동,24887,11720,5691,6034
서울특별시 구로구,개봉1동,34750,16528,5323,2675
서울특별시 구로구,개봉2동,33646,15860,2913,0
서울특별시 구로구,개봉3동,21699,10251,4174,3462
서울특별시 구로구,오류2동,44067,19950,7362,7724
서울특별시 금천구,가산동,23412,13466,151388,0
서울특별시 금천구,독산1동,36014,18773,24185,2826
서울특별시 금천구,독산2동,22498,11284,3239,1339
서울특별시 금천구,독산3동,30926,16118,8294,2563
서울특별시 금천구,독산4동,18624,9418,3179,414
서울특별시 금천구,시흥1동,36512,17886,14578,3760
서울특별시 금천구,시흥4동,22290,10665,1873,1400
서울특별시 금천구,시흥2동,22833,10444,1787,4589
서울특별시 금천구,시흥3동,11607,5531,10456,2998
서울특별시 금천구,시흥5동,21818,10310,3436,618
서울특별시 노원구,월계1동,24037,11145,5439,12085
서울특별시 노원구,월계2동,26439,12101,3387,11635
서울특별시 노원구,월계3동,32794,15316,3510,2245
서울특별시 노원구,공릉1동,39411,18855,11864,1847
서울특별시 노원구,공릉2동,42611,19650,11950,34891
서울특별시 노원구,하계1동,29146,13173,7547,7460
서울특별시 노원구,하계2동,23705,10672,1209,3230
서울특별시 노원구,중계2·3동,37929,17130,5239,7444
서울특별시 노원구,중계본동,26440,11662,5309,4962
서울특별시 노원구,중계1동,28105,12175,4117,6025
서울특별시 노원구,중계4동,21469,9636,3824,5629
서울특별시 노원구,상계1동,40410,18936,9674,3467
서울특별시 노원구,상계8동,24874,11657,1922,3162
서울특별시 노원구,상계9동,22465,10334,2400,6498
서울특별시 노원구,상계2동,21311,10100,9678,1100
서울특별시 노원구,상계5동,24184,11154,3678,771
서울특별시 노원구,상계3·4동,31662,14504,5226,1153
서울특별시 노원구,상계10동,18347,8765,2009,3062
서울특별시 노원구,상계6·7동,34901,16288,16046,5698
서울특별시 도봉구,쌍문1동,21454,9914,3838,10095
서울특별시 도봉구,쌍문2동,20178,9462,5253,1684
서울특별시 도봉구,쌍문3동,17368,8357,3710,617
서울특별시 도봉구,쌍문4동,19834,9181,1847,5603
서울특별시 도봉구,방학3동,28875,13189,2929,2745
서울특별시 도봉구,방학1동,30050,14235,10649,2535
서울특별시 도봉구,방학2동,21202,9879,2901,1253
서울특별시 도봉구,창1동,26547,12387,3620,3953
서울특별시 도봉구,창4동,28055,13002,7581,3747
서울특별시 도봉구,창5동,25796,12203,7136,1487
서울특별시 도봉구,창2동,30391,14473,4221,1025
서울특별시 도봉구,창3동,15043,7034,2003,866
서울특별시 도봉구,도봉1동,22208,10316,5745,2654
서울특별시 도봉구,도봉2동,27816,12859,6735,1757
서울특별시 동대문구,용신동,31558,15725,32089,1949
서울특별시 동대문구,제기동,26159,12434,12225,2159
서울특별시 동대문구,전농1동,29300,13633,8611,1647
서울특별시 동대문구,전농2동,20271,9311,4645,16390
서울특별시 동대문구,답십리2동,29172,13760,6112,496
서울특별시 동대문구,답십리1동,23709,11464,10289,1803
서울특별시 동대문구,회기동,12896,6092,10312,22742
서울특별시 동대문구,청량리동,21947,10211,8537,2567
서울특별시 동대문구,장안1동,36696,17931,21265,2245
서울특별시 동대문구,장안2동,30173,14249,10873,3631
서울특별시 동대문구,휘경1동,14624,7231,4555,0
서울특별시 동대문구,휘경2동,25210,11761,5305,6589
서울특별시 동대문구,이문1동,31868,15159,6626,12182
서울특별시 동대문구,이문2동,22123,10298,1935,881
서울특별시 동작구,노량진2동,14642,7455,7099,0
서울특별시 동작구,대방동,38401,17986,11828,9843
서울특별시 동작구,노량진1동,34824,17634,9706,1974
서울특별시 동작구,상도1동,45526,21804,8250,17906
서울특별시 동작구,상도2동,27021,13101,4517,1940
서울특별시 동작구,상도3동,24739,12045,2583,435
서울특별시 동작구,상도4동,29040,14056,2742,1523
서울특별시 동작구,흑석동,34268,15983,9369,25018
서울특별시 동작구,사당1동,23273,12249,10087,662
서울특별시 동작구,사당3동,23158,11091,3840,5032
서울특별시 동작구,사당4동,14286,7087,1821,423
서울특별시 동작구,사당5동,12820,6221,1505,2414
서울특별시 동작구,사당2동,28382,13818,5416,2547
서울특별시 동작구,신대방1동,27699,13446,4106,1692
서울특별시 동작구,신대방2동,20324,9722,20029,3456
서울특별시 마포구,대흥동,13578,6905,11034,14105
서울특별시 마포구,염리동,11147,5374,6603,5458
서울특별시 마포구,공덕동,37513,18465,19681,774
서울특별시 마포구,아현동,24638,12204,13162,2076
서울특별시 마포구,용강동,21269,10130,19507,0
서울특별시 마포구,신수동,21830,10397,5355,2552
서울특별시 마포구,도화동,21859,10443,16202,896
서울특별시 마포구,서강동,25832,12741,11277,16424
서울특별시 마포구,서교동,26863,14188,60627,1222
서울특별시 마포구,합정동,18472,9572,14545,1606
서울특별시 마포구,연남동,17792,9104,5818,1659
서울특별시 마포구,망원1동,21220,10556,4749,0
서울특별시 마포구,망원2동,19751,9377,5061,1505
서울특별시 마포구,성산1동,20024,9897,11299,3384
서울특별시 마포구,성산2동,38519,18040,11362,3881
서울특별시 마포구,상암동,32185,14514,35635,5160
서울특별시 서대문구,천연동,19623,9018,2826,2971
서울특별시 서대문구,충현동,19086,9203,23999,7134
서울특별시 서대문구,북아현동,11832,5722,1979,3323
서울특별시 서대문구,신촌동,21629,10999,37178,53215
서울특별시 서대문구,연희동,41530,20124,11419,2402
서울특별시 서대문구,홍제1동,24665,11520,4396,1296
서울특별시 서대문구,홍제3동,19584,9044,3925,2568
서울특별시 서대문구,홍제2동,15186,7082,1467,0
서울특별시 서대문구,홍은1동,23637,10837,2275,950
서울특별시 서대문구,홍은2동,30717,14228,5801,12163
서울특별시 서대문구,남가좌1동,5356,2432,1515,945
서울특별시 서대문구,남가좌2동,24631,11376,4030,10360
서울특별시 서대문구,북가좌1동,19951,9233,2895,2858
서울특별시 서대문구,북가좌2동,35063,16440,6899,0
서울특별시 서초구,서초1동,19813,9608,31743,4357
서울특별시 서초구,서초2동,19609,9538,49707,3255
서울특별시 서초구,서초3동,27324,13266,75343,4965
서울특별시 서초구,서초4동,26767,12047,27259,3162
서울특별시 서초구,잠원동,32827,15755,18274,3339
서울특별시 서초구,반포본동,11608,4926,2584,5030
서울특별시 서초구,반포1동,28613,14146,9680,4433
서울특별시 서초구,반포2동,21354,9265,2883,3379
서울특별시 서초구,반포3동,17740,7991,7453,1502
서울특별시 서초구,반포4동,18821,8716,34251,950
서울특별시 서초구,방배본동,20292,9202,10986,1327
서울특별시 서초구,방배1동,15918,7732,15659,848
서울특별시 서초구,방배2동,25893,12376,19514,1836
서울특별시 서초구,방배3동,22031,10339,13931,6050
서울특별시 서초구,방배4동,24694,11601,14555,3492
서울특별시 서초구,양재1동,44649,20581,46740,4241
서울특별시 서초구,양재2동,22080,11405,50239,2066
서울특별시 서초구,내곡동,17143,7747,8681,983
서울특별시 성동구,왕십리2동,16069,7858,2350,573
서울특별시 성동구,행당1동,14136,6868,8419,25543
서울특별시 성동구,왕십리도선동,21269,10406,10592,935
서울특별시 성동구,마장동,23290,11124,12377,2074
서울특별시 성동구,사근동,13063,6217,11041,10026
서울특별시 성동구,행당2동,24423,11420,1864,1890
서울특별시 성동구,응봉동,16002,7306,955,1839
서울특별시 성동구,금호1가동,12645,5934,1872,749
서울특별시 성동구,금호4가동,13788,6661,1866,811
서울특별시 성동구,금호2·3가동,23539,11378,2471,688
서울특별시 성동구,옥수동,23047,11132,2766,2474
서울특별시 성동구,성수1가1동,16323,8112,6611,3257
서울특별시 성동구,성수1가2동,16443,8400,16964,339
서울특별시 성동구,성수2가1동,18448,9359,18130,1798
서울특별시 성동구,성수2가3동,11761,6098,44730,446
서울특별시 성동구,송정동,11696,5983,2645,351
서울특별시 성동구,용답동,16334,8309,14958,395
서울특별시 성북구,정릉2동,23768,10923,2948,1631
서울특별시 성북구,정릉3동,16609,7553,4330,21034
서울특별시 성북구,정릉4동,26667,12308,3991,9632
서울특별시 성북구,성북동,16925,8054,5461,3501
서울특별시 성북구,돈암1동,16325,7614,1715,2624
서울특별시 성북구,돈암2동,22659,10252,1236,552
서울특별시 성북구,보문동,14468,7184,5333,834
서울특별시 성북구,삼선동,26406,12596,10764,10444
서울특별시 성북구,동선동,16455,8163,10244,13274
서울특별시 성북구,정릉1동,18618,8564,2010,0
서울특별시 성북구,길음1동,36272,16346,3790,4107
서울특별시 성북구,길음2동,12862,6015,5090,1221
서울특별시 성북구,안암동,17758,8611,14283,31551
서울특별시 성북구,종암동,41870,19374,7243,4051
서울특별시 성북구,월곡1동,27228,12485,5543,3193
서울특별시 성북구,월곡2동,20653,9737,8375,8001
서울특별시 성북구,장위1동,21653,10246,2708,1205
서울특별시 성북구,장위2동,19572,9199,4876,1414
서울특별시 성북구,장위3동,12994,6076,3792,1652
서울특별시 성북구,석관동,34276,16389,8937,5582
서울특별시 송파구,풍납1동,17409,8574,2757,703
서울특별시 송파구,풍납2동,24530,11793,15795,3672
서울특별시 송파구,거여1동,14003,6596,2958,750
서울특별시 송파구,거여2동,19695,9288,3987,2262
서울특별시 송파구,마천1동,21464,9990,2300,1078
서울특별시 송파구,마천2동,19799,9437,4657,619
서울특별시 송파구,방이1동,15374,7196,10965,3117
서울특별시 송파구,오륜동,18069,7939,4479,7466
서울특별시 송파구,오금동,34399,16416,17012,6492
서울특별시 송파구,방이2동,24394,12544,22293,1749
서울특별시 송파구,송파1동,25249,13037,13414,826
서울특별시 송파구,석촌동,33779,17380,16427,1100
서울특별시 송파구,삼전동,32127,16599,12418,2832
서울특별시 송파구,잠실본동,28545,14879,19053,715
서울특별시 송파구,송파2동,20576,9671,5501,5787
서울특별시 송파구,가락본동,26811,13385,31674,2127
서울특별시 송파구,가락1동,699,320,10539,0
서울특별시 송파구,가락2동,33037,15538,10838,3073
서울특별시 송파구,문정1동,20438,10057,7880,3200
서울특별시 송파구,문정2동,21517,10900,17613,667
서울특별시 송파구,장지동,34046,15985,11916,4138
서울특별시 송파구,위례동,15793,7158,606,1687
서울특별시 송파구,잠실7동,9652,4215,1003,3637
서울특별시 송파구,잠실2동,34358,15258,4040,7727
서울특별시 송파구,잠실3동,34627,15812,9869,3766
서울특별시 송파구,잠실4동,28379,13158,1809,4087
서울특별시 송파구,잠실6동,16346,7579,38090,770
서울특별시 양천구,목1동,31035,14071,22234,5677
서울특별시 양천구,목5동,41411,18304,10209,9681
서울특별시 양천구,목2동,30368,14923,3984,847
서울특별시 양천구,목3동,21105,10293,4703,912
서울특별시 양천구,목4동,26759,12284,4452,3410
서울특별시 양천구,신월1동,22595,11090,4786,0
서울특별시 양천구,신월3동,16725,8163,4095,4892
서울특별시 양천구,신월5동,15482,7357,4251,2724
서울특별시 양천구,신월2동,22593,10686,3837,3133
서울특별시 양천구,신정4동,35220,17369,14509,2558
서울특별시 양천구,신월4동,19280,8909,4084,1230
서울특별시 양천구,신월6동,7595,3565,3359,1309
서울특별시 양천구,신월7동,22459,10611,5709,1686
서울특별시 양천구,신정3동,51513,23775,9146,7702
서울특별시 양천구,신정1동,20652,9208,5010,2692
서울특별시 양천구,신정2동,20394,9293,3564,3758
서울특별시 양천구,신정6동,24489,11068,5934,2944
서울특별시 양천구,신정7동,29785,13678,4428,4426
서울특별시 영등포구,여의동,31204,14267,153181,4958
서울특별시 영등포구,당산1동,20296,10318,18382,0
서울특별시 영등포구,양평1동,16653,8378,20939,1520
서울특별시 영등포구,영등포동,18377,10071,39315,556
서울특별시 영등포구,문래동,30086,14202,38775,3878
서울특별시 영등포구,당산2동,34686,17620,21386,2650
서울특별시 영등포구,양평2동,21627,10820,20937,2912
서울특별시 영등포구,신길1동,22000,11335,5267,2847
서울특별시 영등포구,신길3동,18280,9005,3035,604
서울특별시 영등포구,신길4동,11516,5721,1875,538
서울특별시 영등포구,신길5동,14775,7400,2968,2209
서울특별시 영등포구,신길6동,21388,10532,4681,1633
서울특별시 영등포구,신길7동,12622,6070,2650,403
서울특별시 영등포구,영등포본동,26015,13114,5348,1642
서울특별시 영등포구,도림동,23191,12176,3293,0
서울특별시 영등포구,대림1동,17710,8923,4417,868
서울특별시 영등포구,대림2동,24761,13427,4641,748
서울특별시 영등포구,대림3동,30846,15866,10715,1962
서울특별시 용산구,후암동,17544,8430,5134,980
서울특별시 용산구,용산2가동,11802,5869,3132,2974
서울특별시 용산구,이태원2동,9845,4893,3326,829
서울특별시 용산구,원효로2동,14601,6771,8140,1918
서울특별시 용산구,효창동,9122,4313,2568,1297
서울특별시 용산구,용문동,12157,5787,1734,0
서울특별시 용산구,청파동,20630,10240,9172,17277
서울특별시 용산구,원효로1동,13834,7006,11386,424
서울특별시 용산구,남영동,7519,4102,16445,0
서울특별시 용산구,한강로동,14700,7267,36080,1236
서울특별시 용산구,이촌1동,25654,11353,4062,2995
서울특별시 용산구,이촌2동,8686,4113,727,0
서울특별시 용산구,서빙고동,13267,6049,4293,923
서울특별시 용산구,이태원1동,7631,3883,8014,470
서울특별시 용산구,보광동,15904,7972,1973,2838
서울특별시 용산구,한남동,20393,10383,16816,316
서울특별시 은평구,녹번동,31037,14880,9079,1735
서울특별시 은평구,대조동,31593,15411,8130,3208
서울특별시 은평구,불광1동,40509,19061,6968,1798
서울특별시 은평구,불광2동,28285,13456,4233,3394
